Disease;Symptoms;Source
Mucinous Cystadenoma;"['mucinous cystadenoma is a benign cystic tumor lined by a mucinous epithelium. it is a type of cystic adenoma (cystadenoma). mucinous cystadenoma may arise in a number of locations; however', 'mucinous cystadenoma at different locations are not generally considered to be related to one another.']";http://dbpedia.org/resource/Mucinous_cystadenoma
Muckle–Wells Syndrome;['mucklewells syndrome (mws)', 'also known as urticaria-deafness-amyloidosis syndrome (uda)', 'is a rare autosomal dominant disease which causes sensorineural deafness', 'recurrent hives', 'and can lead to amyloidosis. individuals with mws often have episodic fever', 'chills', 'and joint pain. as a result', 'mws is considered a type of periodic fever syndrome. mws is caused by a defect in the cias1 gene which creates the protein cryopyrin. mws is closely related to two other syndromes', 'familial cold urticaria and neonatal onset multisystem inflammatory diseasein fact', 'all three are related to mutations in the same gene and subsumed under the term cryopyrin-associated periodic syndromes (caps).'];http://dbpedia.org/resource/Muckle–Wells_syndrome
Mucoepidermoid Carcinoma;['mucoepidermoid carcinoma is the most common type of salivary gland malignancy in adults. mucoepidermoid carcinoma can also be found in other organs', 'as bronchi', 'lacrimal sac  and thyroid. mucicarmine staining is one stain used by pathologist for detection.'];http://dbpedia.org/resource/Mucoepidermoid_carcinoma
Mucolipidosis;"[""mucolipidosis (ml) is a group of inherited metabolic disorders that affect the body's ability to carry out the normal turnover of various materials within cells. when originally named"", 'the mucolipidoses derived their name from the similarity in presentation to both mucopolysaccharidoses and sphingolipidoses. a biochemical understanding of these conditions has changed how they are classified. although four conditions (i', 'ii', 'iii', 'and iv) have been labeled as mucolipidoses', 'type i (sialidosis) is now classified as a glycoproteinosis', 'and type iv (mucolipidosis type iv) is now classified as a gangliosidosis.']";http://dbpedia.org/resource/Mucolipidosis
Mucolipidosis Type Iv;['mucolipidosis type iv (ml iv or ml4) is an autosomal recessive lysosomal storage disorder. individuals with the disorder have many symptoms including delayed psychomotor development and various ocular aberrations. the disorder is caused by mutations in the mcoln1 gene', 'which encodes a non-selective cation channel', 'mucolipin1. these mutations disrupt cellular functions and lead to a neurodevelopmental disorder through an unknown mechanism. researchers dispute the physiological role of the protein product and which ion it transports.'];http://dbpedia.org/resource/Mucolipidosis_type_IV
Mucormycosis;"['mucormycosis is any fungal infection caused by fungi in the order mucorales. generally', 'species in the mucor', 'rhizopus', 'absidia', 'and cunninghamella genera are most often implicated. this disease is often characterized by hyphae growing in and around blood vessels. ""mucormycosis"" and ""zygomycosis"" are sometimes used interchangeably. however', 'zygomycota has been identified as polyphyletic', 'and is not included in modern fungal classification systems. also', 'while zygomycosis includes entomophthorales', 'mucormycosis excludes this group.']";http://dbpedia.org/resource/Mucormycosis
Mucosal Melanoma;['mucosal melanoma is a rare cutaneous condition characterized by a melanoma of the mucous membranes.'];http://dbpedia.org/resource/Mucosal_melanoma
Mucositis;['mucositis is the painful inflammation and ulceration of the mucous membranes lining the digestive tract', 'usually as an adverse effect of chemotherapy and radiotherapy treatment for cancer. mucositis can occur anywhere along the gastrointestinal (gi) tract', 'but oral mucositis refers to the particular inflammation and ulceration that occurs in the mouth. oral mucositis is a common and often debilitating complication of cancer treatment.'];http://dbpedia.org/resource/Mucositis
Muellerella;['muellerella is a genus of lichens in the family verrucariaceae. the genus has a widespread distribution', 'especially in northern temperate areas', 'and contains about 16 species that live on other lichens', 'or on liverworts.'];http://dbpedia.org/resource/Muellerella
Muenke Syndrome;['muenke syndrome', 'also known as fgfr3-related craniosynostosis', 'is a human specific condition characterized by the premature closure of certain bones of the skull during development', 'which affects the shape of the head and face. first described by maximilian muenke', 'the syndrome occurs in about 1 in 30,000 newborns. this condition accounts for an estimated 8 percent of all cases of craniosynostosis.'];http://dbpedia.org/resource/Muenke_syndrome
Muir–Torre Syndrome;['muirtorre syndrome (mts) is a rare hereditary', 'autosomal dominant cancer syndrome that is thought to be a subtype of hnpcc. individuals are prone to develop cancers of the colon', 'breast', 'and genitourinary tract', 'and skin lesions', 'such as keratoacanthomas and sebaceous tumors. the genes affected are mlh1', 'msh2', 'and more recently', 'msh6', 'and are involved in dna mismatch repair.'];http://dbpedia.org/resource/Muir–Torre_syndrome
Mulga Apple;"['the mulga apple', 'is an australian bush tucker food', 'often eaten by aborigines of central australia. mulga apple. the mulga apple is in fact a combination of plant and animal; the insect gall grows inside the wood of the mulga tree (acacia aneura). without the wasp the gall would not be induced. mulga apple is known as merne ataltyakwerle in the arrernte language of central australia. mulga trees grow in flat country and at the foot of hills.']";http://dbpedia.org/resource/Mulga_apple
Mulibrey Nanism;"['mulibrey nanism (""muscle-liver-brain-eye nanism"")', 'also called perheentupa syndrome and pericardial constriction with growth failure', 'is a rare autosomal recessive congenital disorder. it causes severe growth failure (dwarfism) along with abnormalities of the heart', 'muscle', 'liver', 'brain and eye. mulibrey nanism has been associated with a recessive defect in the gene trim37. trim37 is responsible for various cellular functions including developmental patterning.']";http://dbpedia.org/resource/Mulibrey_nanism
Multi-Drug-Resistant Tuberculosis;"['multi-drug-resistant tuberculosis (mdr-tb', ""also known as vank's disease) is defined as a form of tb infection caused by bacteria that are resistant to treatment with at least two of the most powerful first-line anti-tb drugs"", 'isoniazid (inh) and rifampicin (rmp).']";http://dbpedia.org/resource/Multi-drug-resistant_tuberculosis
Multicystic Dysplastic Kidney;['multicystic dysplastic kidney (mcdk) is a condition that results from the malformation of the kidney during fetal development. the kidney consists of irregular cysts of varying sizes. multicystic dysplastic kidney is a common type of renal cystic disease', 'and it is a cause of an abdominal mass in infants.'];http://dbpedia.org/resource/Multicystic_dysplastic_kidney
Multifocal Atrial Tachycardia;['multifocal (or multiform) atrial tachycardia (mat) is an abnormal heart rhythm', 'specifically a type of supraventricular tachycardia', 'that is particularly common in older people and is associated with exacerbations of chronic obstructive pulmonary disease (copd). normally', 'the heart rate is controlled by a cluster of cells called the sinoatrial node (sa node). when a number of different clusters of cells outside of the sa node take over control of the heart rate', 'and the rate exceeds 100 beats per minute', 'this is called multifocal atrial tachycardia (if the heart rate is 100', 'this is technically not a tachycardia and it is then termed multifocal atrial rhythm).'];http://dbpedia.org/resource/Multifocal_atrial_tachycardia
Multiple Abnormalities;['when a patient has multiple abnormalities (multiple anomaly', 'multiple deformity)', 'they have a congenital abnormality that can not be primarily identified with a single system of the body or single disease process. most medical conditions can have systemic sequelae', 'but multiple abnormalities occur when the effects on multiple systems is immediately obvious.'];http://dbpedia.org/resource/Multiple_abnormalities
Multiple Carboxylase Deficiency;"['multiple carboxylase deficiency is a form of metabolic disorder involving failures of carboxylation enzymes. the deficiency can be in biotinidase or holocarboxylase synthetase. these conditions respond to biotin. forms include: \n*  holocarboxylase synthetase deficiency - neonatal; \n*  biotinidase deficiency - late onset; if left untreated', 'the symptoms can include feeding problems', 'hypotonia', 'generalised erythematous rash with skin exfoliation and alopecia', 'failure to thrive', 'seizure', 'coma', 'developmental delay', 'foul smelling urine', 'metabolic acidosis', 'ketosis and hyperammonemia.']";http://dbpedia.org/resource/Multiple_carboxylase_deficiency
