Disease;Symptoms;Source
Jaw tumors and cysts;['jaw tumors and cysts are relatively rare lesions that develop in the jawbone or the soft tissues in the mouth and face. jaw tumors and cysts, sometimes called odontogenic tumors and cysts, can vary greatly in size and severity and the cause is not known. these lesions are usually noncancerous (benign), but they can be aggressive and invade the surrounding bone and tissue.'];"https://www.mayoclinic.org/diseases-conditions/jaw-tumors-cysts/symptoms-causes/syc-20350973"""
Jellyfish stings;"['burning, prickling, stinging pain,red, brown or purplish tracks on the skin a ""print"" of the tentacles\' contact with your skin,itching,swelling,throbbing pain that radiates up a leg or an arm,', 'stomach pain, nausea and vomiting,headache,muscle pain or spasms,weakness, drowsiness, fainting and confusion,difficulty breathing,heart problems,', 'the type and size of the jellyfish,your age, size and health, with severe reactions more likely in children and people in poor health,how long you were exposed to the stingers,how much of your skin is affected,']";"https://www.mayoclinic.org/diseases-conditions/jellyfish-stings/symptoms-causes/syc-20353284"""
Jet lag disorder;['disturbed sleep such as insomnia, early waking or excessive sleepiness,daytime fatigue,difficulty concentrating or functioning at your usual level,stomach problems, constipation or diarrhea,a general feeling of not being well,mood changes,'];"https://www.mayoclinic.org/diseases-conditions/jet-lag/basics/definition/con-20032662"""
Jock itch;['are a man,are a teen or young adult,wear tight underwear,are overweight,sweat heavily,have a weakened immune system,have diabetes,'];"https://www.mayoclinic.org/diseases-conditions/jock-itch/symptoms-causes/syc-20353807"""
Juvenile fibromyalgia;"['widespread diffuse pain. the pain associated with fibromyalgia often is described as a constant dull ache that has lasted for at least three months. to be considered widespread, the pain must occur on both sides of your body and above and below your waist.,headache. frequent headaches occur in a majority of patients with fibromyalgia.,sleep disturbances. despite complaints of severe fatigue, these children often take an hour or more to fall asleep. even when they do fall asleep, many have difficulty maintaining sleep and wake up during the night.,fatigue. people with fibromyalgia often awaken tired, even though they report sleeping for long periods of time. sleep is often disrupted by pain, and many patients with fibromyalgia have other sleep disorders, such as restless legs syndrome and sleep apnea.,other problems. many people who have fibromyalgia also may have pain or cramping in the lower abdomen, report cognitive impairment (described as feeling in a ""fog""), and experience depression and anxiety.,', '']";"https://www.mayoclinic.org/diseases-conditions/juvenile-fibromyalgia/basics/definition/con-20093409"""
Juvenile rheumatoid arthritis;['pain. while your child might not complain of joint pain, you may notice that he or she limps especially first thing in the morning or after a nap.,swelling. joint swelling is common but is often first noticed in larger joints like the knee.,stiffness. you might notice that your child appears clumsier than usual, particularly in the morning or after naps.,'];"https://www.mayoclinic.org/diseases-conditions/juvenile-rheumatoid-arthritis/basics/definition/con-20014378"""
Kawasaki disease;['a fever that is often is higher than 102.2 f (39 c) and lasts more than three days,extremely red eyes (conjunctivitis) without a thick discharge,a rash on the main part of the body (trunk) and in the genital area,red, dry, cracked lips and an extremely red, swollen tongue (strawberry tongue),swollen, red skin on the palms of the hands and the soles of the feet,swollen lymph nodes in the neck and perhaps elsewhere,irritability,'];"https://www.mayoclinic.org/diseases-conditions/kawasaki-disease/symptoms-causes/syc-20354598"""
Keratitis;['eye redness,eye pain,excess tears or other discharge from your eye,difficulty opening your eyelid because of pain or irritation,blurred vision,decreased vision,sensitivity to light (photophobia),a feeling that something is in your eye,'];"https://www.mayoclinic.org/diseases-conditions/keratitis/basics/definition/con-20035288"""
Keratoconus;['blurred or distorted vision,increased sensitivity to bright light and glare, which can cause problems with night driving,a need for frequent changes in eyeglass prescriptions,sudden worsening or clouding of vision,'];"https://www.mayoclinic.org/diseases-conditions/keratoconus/symptoms-causes/syc-20351352"""
Keratosis pilaris;['painless tiny bumps, typically on the upper arms, thighs, cheeks or buttocks,dry, rough skin in the areas with bumps,worsening when seasonal changes cause low humidity and skin tends to be drier,sandpaper-like bumps resembling goose flesh,'];"https://www.mayoclinic.org/diseases-conditions/keratosis-pilaris/symptoms-causes/syc-20351149"""
Kidney cancer;"[""blood in your urine, which may appear pink, red or cola colored,pain in your back or side that doesn't go away,loss of appetite,unexplained weight loss,tiredness,fever, which usually comes and goes (intermittent),""]";"https://www.mayoclinic.org/diseases-conditions/kidney-cancer/symptoms-causes/syc-20352664"""
Kidney cysts;['dull pain in your back or side,fever,upper abdominal pain,'];"https://www.mayoclinic.org/diseases-conditions/kidney-cysts/basics/definition/con-20035205"""
Kidney infection;['fever,chills,back, side (flank) or groin pain,abdominal pain,frequent urination,strong, persistent urge to urinate,burning sensation or pain when urinating,nausea and vomiting,pus or blood in your urine (hematuria),urine that smells bad or is cloudy,'];"https://www.mayoclinic.org/diseases-conditions/kidney-infection/symptoms-causes/syc-20353387"""
Kidney stones;['severe pain in the side and back, below the ribs,pain that radiates to the lower abdomen and groin,pain that comes in waves and fluctuates in intensity,pain on urination,pink, red or brown urine,cloudy or foul-smelling urine,nausea and vomiting,persistent need to urinate,urinating more often than usual,fever and chills if an infection is present,urinating small amounts,'];"https://www.mayoclinic.org/diseases-conditions/kidney-stones/symptoms-causes/syc-20355755"""
Kleptomania;"[""inability to resist powerful urges to steal items that you don't need,feeling increased tension, anxiety or arousal leading up to the theft,feeling pleasure, relief or gratification while stealing,feeling terrible guilt, remorse, self-loathing, shame or fear of arrest after the theft,return of the urges and a repetition of the kleptomania cycle,""]";"https://www.mayoclinic.org/diseases-conditions/kleptomania/symptoms-causes/syc-20364732"""
Klinefelter syndrome;"[""weak muscles,slow motor development taking longer than average to sit up, crawl and walk,delay in speaking,quiet, docile personality,problems at birth, such as testicles that haven't descended into the scrotum,""]";"https://www.mayoclinic.org/diseases-conditions/klinefelter-syndrome/symptoms-causes/syc-20353949"""
Klippel-Trenaunay syndrome;['port-wine stain. this pink to reddish-purple birthmark is caused by swelling of tiny blood vessels (capillaries) under the skin. the birthmark usually covers part of one leg, and sometimes one arm, and may get darker or lighter with age. some areas may be prone to bleeding and infections.,vein malformations. these include swollen, twisted veins (varicose veins) usually on the surface of the legs, which can cause major pain and skin ulcers due to poor circulation. deeper abnormal veins in the arms, legs, abdomen and pelvis can increase the risk of blood clots (deep vein thrombosis) and cause a life-threatening condition called pulmonary embolism if they dislodge and travel to the lungs. spongy tissue filled with small veins in or under the skin can cause bleeding, infection or inflammation.,overgrowth of bones and soft tissue. this begins in infancy and is usually limited to one leg, but it can occur in an arm or, rarely, in the trunk. this overgrowth of bone and tissue creates a larger and longer extremity. the overgrowth can cause pain, a feeling of heaviness and problems with movement.,lymphatic system abnormalities. the lymphatic system is part of your immune system, which protects you against infection and disease. an abnormality can cause fluid buildup and swelling in the tissues of your arms or legs (lymphedema), the development of small masses (lymphatic cysts) in the spleen, or infection of the layer under the skin (cellulitis).,', ''];"https://www.mayoclinic.org/diseases-conditions/klippel-trenaunay/basics/definition/con-20035785"""
Knee bursitis;['frequent and sustained pressure, such as from kneeling, especially on hard surfaces,overuse or strenuous activity,a direct blow to your knee,bacterial infection of the bursa,complications from osteoarthritis, rheumatoid arthritis or gout in your knee,'];"https://www.mayoclinic.org/diseases-conditions/knee-bursitis/symptoms-causes/syc-20355501"""
Knee pain;['swelling and stiffness,redness and warmth to the touch,weakness or instability,popping or crunching noises,inability to fully straighten the knee,'];"https://www.mayoclinic.org/diseases-conditions/knee-pain/symptoms-causes/syc-20350849"""
Krabbe disease;['feeding difficulties,unexplained crying,extreme irritability,fever with no sign of infection,declines in alertness,delays in typical developmental milestones,muscle spasms,loss of head control,frequent vomiting,', 'seizures,loss of developmental abilities,progressive loss of hearing and sight,rigid, constricted muscles,stiff, fixed posture,progressive loss of ability to swallow and breathe,'];"https://www.mayoclinic.org/diseases-conditions/krabbe-disease/basics/definition/con-20029450"""
